,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20141101 21:29:47:390,-74,12.5,0,2.11,37.015194,-76.299255,0.022360679,TRUE,3,18,-0.91,46.15,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:452,-78,12.5,0,2.11,37.015194,-76.299255,0.022360679,TRUE,3,18,-0.91,46.15,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:500,-74,12.5,0,2.1,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:535,-75,12.5,0,2.09,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:567,-71,12.5,0,2.09,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:624,-87,12.5,0,2.08,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:655,-85,12.5,0,2.08,37.015194,-76.299255,2.5400786,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:720,-78,12.5,0,2.07,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.03,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:737,-82,12.5,0,2.08,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:768,-75,12.5,0,2.09,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:808,-81,12.5,0,2.09,37.015194,-76.299255,0.02828427,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:849,-81,12.5,0,2.09,37.015194,-76.299255,0.022360679,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:901,-80,12.5,0,2.09,37.015194,-76.299255,0.014142135,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:938,-74,12.5,0,2.11,37.015194,-76.299255,0.014142135,TRUE,3,18,-0.91,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:47:982,-75,12.5,0,2.12,37.015194,-76.299255,0.014142135,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:014,-75,12.5,0,2.11,37.015194,-76.299255,0.014142135,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:054,-75,12.5,0,2.12,37.015194,-76.299255,0.014142135,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:292,-74,12.5,0,2.11,37.015198,-76.299255,0.02,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:331,-77,12.5,0,2.12,37.015198,-76.299255,0.02,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:370,-75,12.5,0,2.13,37.015198,-76.299255,0.02,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:430,-77,12.5,0,2.12,37.015198,-76.299255,0.02,TRUE,3,18,-0.91,46.16,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:519,-80,12.5,0,2.12,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.91,46.16,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:538,-82,12.5,0,2.12,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:570,-84,12.5,0,2.12,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:610,-93,12.5,0,2.13,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:639,-78,12.5,0,2.14,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:671,-76,12.5,0,2.15,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:734,-77,12.5,0,2.15,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:774,-74,12.5,0,2.14,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:48:854,-72,12.5,0,2.13,37.015198,-76.299255,2.5400786,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:49:320,-77,12.5,0,2.13,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:49:560,-78,12.5,0,2.12,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:49:978,-84,12.5,0,2.12,37.015198,-76.299255,2.54,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:037,-92,12.5,0,2.19,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:137,-77,12.5,0,2.2,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:649,-80,12.5,0,2.2,37.015198,-76.299255,0.014142135,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:664,-80,12.5,0,2.17,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:718,-81,12.5,0,2.18,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:739,-85,12.5,0,2.17,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:767,-82,12.5,0,2.18,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:816,-81,12.5,0,2.18,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:849,-84,12.5,0,2.19,37.015198,-76.299255,0.014142135,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:50:920,-84,12.5,0,2.18,37.015198,-76.299255,0.014142135,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:266,-82,12.5,0,2.17,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:324,-80,12.5,0,2.17,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:364,-83,12.5,0,2.16,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:401,-81,12.5,0,2.17,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:444,-87,12.5,0,2.19,37.015198,-76.299255,2.56,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:486,-82,12.5,0,2.2,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:528,-85,12.5,0,2.21,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:594,-91,12.5,0,2.2,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:625,-87,12.5,0,2.2,37.015198,-76.299255,0.02,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:710,-78,12.5,0,2.2,37.015198,-76.299255,2.5400198,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:770,-78,12.5,0,2.21,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:785,-79,12.5,0,2.21,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:824,-82,12.5,0,2.21,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.14,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:857,-78,12.5,0,2.21,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.15,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:875,-80,12.5,0,2.22,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:51:968,-75,12.5,0,2.23,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:007,-80,12.5,0,2.23,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:020,-78,12.5,0,2.23,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:096,-81,12.5,0,2.25,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:158,-78,12.5,0,2.25,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:165,-84,12.5,0,2.25,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:236,-79,12.5,0,2.25,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:266,-94,12.5,0,2.24,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:322,-82,12.5,0,2.24,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:343,-80,12.5,0,2.23,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:387,-80,12.5,0,2.24,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:425,-76,12.5,0,2.25,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.9,46.15,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:453,-76,12.5,0,2.25,37.015198,-76.299255,2.5400198,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:495,-77,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:528,-88,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:569,-76,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:618,-78,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:648,-88,12.5,0,2.27,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:776,-78,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.15,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:808,-76,12.5,0,2.25,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:846,-93,12.5,0,2.25,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.16,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:860,-81,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.17,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:880,-81,12.5,0,2.26,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.18,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:898,-85,12.5,0,2.26,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.18,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:930,-87,12.5,0,2.26,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.18,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:52:969,-84,12.5,0,2.28,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.18,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:011,-80,12.5,0,2.27,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.19,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:097,-76,12.5,0,2.26,37.015198,-76.299255,2.5400786,TRUE,3,18,-0.91,46.19,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:117,-73,12.5,0,2.27,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.91,46.19,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:137,-74,12.5,0,2.27,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.91,46.2,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:176,-73,12.5,0,2.26,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.91,46.2,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:436,-84,12.5,0,2.27,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.23,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:476,-76,12.5,0,2.3,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.23,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:531,-72,12.5,0,2.31,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.23,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:564,-69,12.5,0,2.31,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.24,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:621,-74,12.5,0,2.31,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.24,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:654,-79,12.5,0,2.29,37.015198,-76.299255,0.036055513,TRUE,3,18,-0.91,46.24,0,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:693,-78,12.5,0,2.29,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.24,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:738,-72,12.5,0,2.28,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.24,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:766,-73,12.5,0,2.28,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.25,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:797,-69,12.5,0,2.3,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.26,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:890,-69,12.5,0,2.3,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.26,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:909,-74,12.5,0,2.31,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.91,46.28,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:53:972,-76,12.5,0,2.32,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.29,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:54:447,-66,12.5,0,2.33,37.015198,-76.299255,2.5400198,TRUE,3,18,-0.9,46.32,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:54:680,-67,12.5,0,2.33,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.9,46.35,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:54:746,-63,12.5,0,2.35,37.015198,-76.299255,0.014142135,TRUE,3,18,-0.9,46.35,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:199,-63,12.5,0,2.38,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.9,46.4,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:240,-66,12.5,0,2.37,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.9,46.4,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:298,-63,12.5,0,2.37,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.41,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:419,-63,12.5,0,2.37,37.015198,-76.299255,0.01,TRUE,3,18,-0.9,46.42,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:540,-58,12.5,0,2.35,37.015198,-76.299255,0.04,TRUE,3,18,-0.9,46.43,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:788,-58,12.5,0,2.36,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.89,46.44,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:824,-57,12.5,0,2.36,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.89,46.45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:864,-58,12.5,0,2.37,37.015198,-76.299255,0.03,TRUE,3,18,-0.89,46.45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:905,-58,12.5,0,2.37,37.015198,-76.299255,0.03,TRUE,3,18,-0.89,46.46,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:944,-57,12.5,0,2.38,37.015198,-76.299255,0.03,TRUE,3,18,-0.89,46.46,-0.01,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:55:985,-58,12.5,0,2.39,37.015198,-76.299255,0.03,TRUE,3,18,-0.89,46.46,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:487,-58,12.5,0,2.41,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:529,-58,12.5,0,2.41,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:568,-64,12.5,0,2.41,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:622,-60,12.5,0,2.41,37.015198,-76.299255,0.031622775,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:646,-60,12.5,0,2.41,37.015198,-76.299255,2.5507057,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:711,-57,12.5,0,2.42,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.89,46.5,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:738,-58,12.5,0,2.43,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.88,46.51,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:767,-58,12.5,0,2.42,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.88,46.51,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:804,-57,12.5,0,2.41,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.88,46.51,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:845,-58,12.5,0,2.39,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.88,46.51,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:889,-58,12.5,0,2.39,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.88,46.51,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:925,-56,12.5,0,2.39,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.88,46.52,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:56:965,-60,12.5,0,2.39,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.88,46.52,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:008,-59,12.5,0,2.4,37.015198,-76.299255,0.02828427,TRUE,3,18,-0.88,46.52,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:097,-55,12.5,0,2.4,37.015198,-76.299255,2.5407085,TRUE,3,18,-0.89,46.52,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:190,-56,12.5,0,2.39,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.89,46.52,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:200,-58,12.5,0,2.38,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.89,46.54,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:236,-58,12.5,0,2.39,37.015198,-76.299255,0.060827624,TRUE,3,18,-0.89,46.54,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:259,-60,12.5,0,2.4,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.54,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:288,-59,12.5,0,2.4,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.54,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:326,-61,12.5,0,2.38,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:365,-58,12.5,0,2.37,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:407,-63,12.5,0,2.38,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:445,-81,12.5,0,2.37,37.015198,-76.299255,2.5503135,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:485,-78,12.5,0,2.37,37.015198,-76.299255,0.041231055,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:527,-72,12.5,0,2.37,37.015198,-76.299255,0.041231055,TRUE,3,18,-0.89,46.55,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:570,-68,12.5,0,2.37,37.015198,-76.299255,0.041231055,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:614,-69,12.5,0,2.38,37.015198,-76.299255,0.041231055,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:644,-68,12.5,0,2.39,37.015198,-76.299255,2.55,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:730,-63,12.5,0,2.39,37.015198,-76.299255,0.02,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:748,-59,12.5,0,2.4,37.015198,-76.299255,0.02,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:804,-58,12.5,0,2.39,37.015198,-76.299255,0.02,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:830,-57,12.5,0,2.4,37.015198,-76.299255,0.02,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:859,-57,12.5,0,2.4,37.015198,-76.299255,2.5400198,TRUE,3,18,-0.89,46.57,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:893,-55,12.5,0,2.41,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.57,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:933,-55,12.5,0,2.42,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.57,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:57:977,-54,12.5,0,2.41,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:58:014,-55,12.5,0,2.43,37.015198,-76.299255,0.022360679,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:58:257,-53,12.5,0,2.42,37.015198,-76.299255,0.02,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
20141101 21:29:58:277,-55,12.5,0,2.43,37.015198,-76.299255,0,TRUE,3,18,-0.89,46.56,-0.02,15,97,1,1,21,16,FALSE,2,0,0.45
