,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20141101 21:29:21:316,-52,12.5,0,0.58,37.0152,-76.29926,0.041231055,FALSE,3,17,-0.9,112.92001,-0.01,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:29:21:340,-51,12.5,0,0.08,37.0152,-76.29926,0.041231055,FALSE,3,17,-0.9,110.630005,-0.02,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:29:21:367,-54,12.5,0,0.75,37.0152,-76.29926,0.041231055,FALSE,3,17,-0.9,108.42001,-0.02,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:29:21:403,-51,12.5,0,0.67,37.0152,-76.29926,0.041231055,FALSE,3,17,-0.9,106.29999,-0.02,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:29:21:444,-51,12.5,0,0.5,37.0152,-76.29926,0.041231055,FALSE,3,17,-0.9,104.28,-0.02,15,97,1,1,21,16,FALSE,2,0,1.8
20141101 21:29:21:485,-62,12.5,0,0.5,37.0152,-76.29926,0.044721358,FALSE,3,17,-0.89,102.34,-0.02,15,97,1,1,21,16,FALSE,2,0,1.8
20141101 21:29:21:525,-60,12.5,0,0.5,37.0152,-76.29926,0.044721358,FALSE,3,17,-0.89,100.47,-0.02,15,97,1,1,21,16,FALSE,2,0,1.8
20141101 21:29:21:575,-57,12.5,0,0.5,37.0152,-76.29926,0.044721358,FALSE,3,17,-0.89,98.67999,-0.03,15,97,1,1,21,16,FALSE,2,0,1.8
20141101 21:29:21:606,-57,12.5,0,0.5,37.0152,-76.29926,0.044721358,FALSE,3,17,-0.89,96.95999,-0.03,15,97,1,1,21,16,FALSE,2,0,1.8
20141101 21:29:21:647,-61,12.5,0,0.49,37.0152,-76.29926,0.022360679,FALSE,3,17,-0.89,95.29999,-0.03,15,97,1,1,21,16,FALSE,2,0,1.7
20141101 21:29:21:711,-65,12.5,0,0.49,37.015198,-76.29926,0.022360679,FALSE,3,17,-0.89,94.5,-0.03,15,97,1,1,21,16,FALSE,2,0,1.7
20141101 21:29:21:739,-63,12.5,0,0.48,37.015198,-76.29926,0.022360679,FALSE,3,17,-0.88,92.94,-0.03,15,97,1,1,21,16,FALSE,2,0,1.7
20141101 21:29:21:767,-64,12.5,0,0.49,37.015198,-76.29926,0.022360679,FALSE,3,17,-0.88,91.44,-0.03,15,97,1,1,21,16,FALSE,2,0,1.7
20141101 21:29:21:809,-73,12.5,0,0.48,37.015198,-76.29926,0.022360679,FALSE,3,17,-0.88,90,-0.03,15,97,1,1,21,16,FALSE,2,0,1.7
20141101 21:29:21:887,-78,12.5,0,0.48,37.015198,-76.29926,0.01,FALSE,3,17,-0.88,87.3,-0.03,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:29:21:929,-73,12.5,0,0.48,37.015198,-76.29926,0.01,FALSE,3,17,-0.88,86.03,-0.02,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:29:21:968,-72,12.5,0,0.48,37.015198,-76.29926,0.01,FALSE,3,17,-0.88,84.81,-0.02,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:29:22:007,-70,12.5,0,0.48,37.015198,-76.29926,0.01,FALSE,3,17,-0.88,83.63,-0.02,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:29:22:048,-75,12.5,0,0.48,37.015198,-76.29926,0.01,FALSE,3,17,-0.88,82.5,-0.02,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:29:22:089,-68,12.5,0,0.47,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,81.94,-0.02,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:29:22:130,-75,12.5,0,0.49,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,80.89,-0.02,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:29:22:168,-67,12.5,0,0.49,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,79.87,-0.02,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:29:22:211,-64,12.5,0,0.5,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,78.89,-0.02,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:29:22:250,-68,12.5,0,0.51,37.015198,-76.29926,2.56,FALSE,3,17,-0.87,77.95,-0.02,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:29:22:291,-76,12.5,0,0.52,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,77.06,-0.02,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:29:22:332,-72,12.5,0,0.53,37.015198,-76.29926,0.01,FALSE,3,17,-0.87,76.19,-0.02,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:29:22:634,-70,12.5,0,0.57,37.015194,-76.29926,0.072111025,FALSE,3,17,-0.87,71.020004,-0.02,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:29:22:731,-72,12.5,0,0.57,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,69.51,-0.02,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:29:22:771,-78,12.5,0,0.57,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,68.94,-0.02,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:29:22:808,-71,12.5,0,0.56,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,68.39,-0.02,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:29:22:850,-69,12.5,0,0.58,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,67.87,-0.02,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:29:22:888,-69,12.5,0,0.58,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,67.38,-0.01,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:29:22:930,-83,12.5,0,0.58,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,67.14,-0.02,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:29:22:973,-66,12.5,0,0.58,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,66.66,-0.02,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:29:23:036,-69,12.5,0,0.58,37.015194,-76.29926,0.014142135,FALSE,3,17,-0.87,66,-0.02,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:29:23:455,-79,12.5,0,0.63,37.015194,-76.29926,0.022360679,FALSE,3,18,-0.87,51.5,-0.02,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:29:23:496,-74,12.5,0,0.66,37.015194,-76.29926,0.022360679,FALSE,3,18,-0.87,51.22,-0.02,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:29:23:541,-75,12.5,0,0.67,37.015194,-76.29926,0.022360679,FALSE,3,18,-0.87,50.95,-0.02,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:29:23:600,-75,12.5,0,0.66,37.015194,-76.29926,0.022360679,FALSE,3,18,-0.87,50.57,-0.02,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:29:23:875,-74,12.5,0,0.68,37.015194,-76.29926,2.5500195,FALSE,3,18,-0.87,49.15,-0.02,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:29:23:919,-75,12.5,0,0.68,37.015194,-76.29926,0.01,FALSE,3,18,-0.87,48.98,-0.02,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:29:23:960,-76,12.5,0,0.69,37.015194,-76.29926,0.01,FALSE,3,18,-0.87,48.8,-0.02,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:29:24:036,-85,12.5,0,0.69,37.015194,-76.29926,0.01,FALSE,3,18,-0.88,48.48,-0.02,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:29:24:156,-93,12.5,0,0.68,37.015194,-76.299255,0.014142135,FALSE,3,18,-0.88,48.02,-0.02,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:29:24:796,-89,12.5,0,0.7,37.015194,-76.299255,0,FALSE,3,18,-0.88,46.48,-0.02,15,97,1,1,21,16,FALSE,2,0,1
20141101 21:29:24:817,-79,12.5,0,0.7,37.015194,-76.299255,0,FALSE,3,18,-0.88,46.4,-0.02,15,97,1,1,21,16,FALSE,2,0,1
20141101 21:29:24:862,-81,12.5,0,0.71,37.015194,-76.299255,0.02,FALSE,3,18,-0.87,46.28,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:24:901,-90,12.5,0,0.71,37.015194,-76.299255,0.036055513,FALSE,3,18,-0.87,46.21,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:24:944,-81,12.5,0,0.72,37.015194,-76.299255,0.036055513,FALSE,3,18,-0.87,46.14,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:24:983,-94,12.5,0,0.73,37.015194,-76.299255,0.036055513,FALSE,3,18,-0.87,46.08,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:044,-79,12.5,0,0.74,37.015194,-76.299255,0.031622775,FALSE,3,18,-0.87,46.03,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:082,-93,12.5,0,0.76,37.015194,-76.299255,0.01,FALSE,3,18,-0.87,45.97,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:144,-92,12.5,0,0.76,37.015194,-76.299255,0.01,FALSE,3,18,-0.87,45.89,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:180,-83,12.5,0,0.76,37.015194,-76.299255,0.01,FALSE,3,18,-0.87,45.84,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:222,-81,12.5,0,0.78,37.015194,-76.299255,0.01,FALSE,3,18,-0.87,45.8,-0.02,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:320,-87,12.5,0,0.78,37.015194,-76.299255,2.56,FALSE,3,18,-0.87,45.68,-0.03,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:420,-76,12.5,0,0.78,37.01519,-76.299255,0.02,FALSE,3,18,-0.87,45.57,-0.03,15,97,1,1,21,16,FALSE,2,0,0.95
20141101 21:29:25:575,-84,12.5,0,0.78,37.01519,-76.299255,2.54,FALSE,3,18,-0.88,45.45,-0.03,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:604,-88,12.5,0,0.81,37.01519,-76.299255,0,FALSE,3,18,-0.88,45.37,-0.03,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:643,-84,12.5,0,0.8,37.01519,-76.299255,2.5600195,FALSE,3,18,-0.88,45.33,-0.03,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:704,-78,12.5,0,0.8,37.01519,-76.299255,0.014142135,FALSE,3,18,-0.88,45.29,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:744,-79,12.5,0,0.81,37.01519,-76.299255,0.014142135,FALSE,3,18,-0.88,45.23,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:782,-84,12.5,0,0.81,37.01519,-76.299255,0.014142135,FALSE,3,18,-0.88,45.2,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:824,-92,12.5,0,0.82,37.01519,-76.299255,0.014142135,FALSE,3,18,-0.87,45.18,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:863,-81,12.5,0,0.82,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.17,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:904,-87,12.5,0,0.83,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.15,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:945,-80,12.5,0,0.81,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.13,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:25:982,-82,12.5,0,0.82,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.88,45.12,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:26:025,-83,12.5,0,0.83,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.1,-0.02,15,97,1,1,21,16,FALSE,2,0,0.9
20141101 21:29:26:064,-78,12.5,0,0.83,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.09,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:106,-80,12.5,0,0.82,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.88,45.09,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:144,-81,12.5,0,0.81,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.09,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:185,-76,12.5,0,0.79,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.09,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:229,-78,12.5,0,0.81,37.01519,-76.299255,0.031622775,FALSE,3,18,-0.87,45.1,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:267,-82,12.5,0,0.8,37.01519,-76.299255,0.036055513,FALSE,3,18,-0.87,45.1,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:308,-80,12.5,0,0.82,37.01519,-76.299255,0.036055513,FALSE,3,18,-0.88,45.1,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:350,-84,12.5,0,0.85,37.01519,-76.299255,0.036055513,FALSE,3,18,-0.88,45.09,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:386,-76,12.5,0,0.85,37.01519,-76.299255,0.036055513,FALSE,3,18,-0.88,45.08,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:426,-84,12.5,0,0.84,37.01519,-76.299255,0.036055513,TRUE,3,18,-0.88,45.08,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:464,-79,12.5,0,0.86,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.07,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:507,-92,12.5,0,0.85,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.07,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:546,-84,12.5,0,0.85,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.07,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:589,-73,12.5,0,0.86,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.02,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:623,-85,12.5,0,0.85,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.03,-0.02,15,97,1,1,21,16,FALSE,2,0,0.85
20141101 21:29:26:663,-81,12.5,0,0.84,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:710,-79,12.5,0,0.85,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:745,-74,12.5,0,0.86,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:782,-77,12.5,0,0.85,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:825,-75,12.5,0,0.84,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:864,-87,12.5,0,0.85,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:909,-83,12.5,0,0.86,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:947,-78,12.5,0,0.86,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:26:987,-94,12.5,0,0.85,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:029,-81,12.5,0,0.86,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:068,-93,12.5,0,0.87,37.01519,-76.299255,0.031622775,TRUE,3,18,-0.88,45.01,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:109,-86,12.5,0,0.86,37.01519,-76.299255,0.031622775,TRUE,3,18,-0.88,45.03,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:148,-91,12.5,0,0.86,37.01519,-76.299255,0.031622775,TRUE,3,18,-0.88,45.03,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:188,-93,12.5,0,0.86,37.01519,-76.299255,0.031622775,TRUE,3,18,-0.88,45.04,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:228,-87,12.5,0,0.89,37.01519,-76.299255,0.031622775,TRUE,3,18,-0.88,45.05,-0.02,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:311,-83,12.5,0,0.9,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.06,-0.01,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:370,-84,12.5,0,0.89,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.08,-0.01,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:410,-75,12.5,0,0.88,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.88,45.1,-0.01,15,97,1,1,21,16,FALSE,2,0,0.8
20141101 21:29:27:451,-88,12.5,0,0.88,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.11,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:27:818,-86,12.5,0,0.9,37.01519,-76.299255,0.01,TRUE,3,18,-0.88,45.19,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:27:850,-87,12.5,0,0.91,37.01519,-76.299255,0.02,TRUE,3,18,-0.88,45.2,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:27:912,-84,12.5,0,0.91,37.01519,-76.299255,0.02,TRUE,3,18,-0.88,45.21,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:27:947,-86,12.5,0,0.89,37.01519,-76.299255,0.02,TRUE,3,18,-0.88,45.25,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:27:995,-91,12.5,0,0.9,37.01519,-76.299255,0.02,TRUE,3,18,-0.88,45.25,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:030,-94,12.5,0,0.89,37.01519,-76.299255,0.02,TRUE,3,18,-0.88,45.25,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:069,-85,12.5,0,0.89,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.26,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:111,-93,12.5,0,0.9,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.26,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:150,-90,12.5,0,0.9,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.27,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:616,-85,12.5,0,0.9,37.01519,-76.299255,2.5500784,TRUE,3,18,-0.88,45.29,-0.01,15,97,1,1,21,16,FALSE,2,0,0.75
20141101 21:29:28:658,-87,12.5,0,0.89,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.3,-0.01,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:28:716,-88,12.5,0,0.9,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.88,45.3,-0.01,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:29:035,-85,12.5,0,0.91,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.29,-0.02,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:29:174,-89,12.5,0,0.89,37.01519,-76.299255,0.02,TRUE,3,18,-0.87,45.3,-0.02,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:29:395,-85,12.5,0,0.94,37.01519,-76.299255,0,TRUE,3,18,-0.88,45.33,-0.01,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:29:440,-84,12.5,0,0.93,37.01519,-76.299255,2.5600781,TRUE,3,18,-0.88,45.35,-0.01,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:29:568,-79,12.5,0,0.98,37.01519,-76.299255,0.036055513,TRUE,3,18,-0.87,45.35,-0.01,15,97,1,1,21,16,FALSE,2,0,0.7
20141101 21:29:30:022,-87,12.5,0,0.98,37.01519,-76.299255,0.03,TRUE,3,18,-0.87,45.46,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:063,-78,12.5,0,1.05,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.47,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:102,-86,12.5,0,1.05,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.47,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:144,-91,12.5,0,1.06,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.48,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:182,-81,12.5,0,1.05,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.48,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:223,-84,12.5,0,1.05,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.49,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:261,-88,12.5,0,1.06,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.49,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:339,-79,12.5,0,1.05,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.5,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:761,-83,12.5,0,1.11,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.62,-0.02,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:800,-87,12.5,0,1.1,37.01519,-76.299255,0.01,TRUE,3,18,-0.86,45.64,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:840,-85,12.5,0,1.11,37.01519,-76.299255,2.5600195,TRUE,3,18,-0.86,45.65,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:882,-97,12.5,0,1.11,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.86,45.65,0,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:924,-86,12.5,0,1.12,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.86,45.65,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:30:964,-83,12.5,0,1.11,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.86,45.65,-0.02,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:003,-79,12.5,0,1.11,37.01519,-76.299255,0.014142135,TRUE,3,18,-0.87,45.64,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:042,-74,12.5,0,1.12,37.01519,-76.299255,2.5500195,TRUE,3,18,-0.86,45.67,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:084,-78,12.5,0,1.13,37.01519,-76.299255,0.01,TRUE,3,18,-0.86,45.67,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:122,-78,12.5,0,1.13,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.69,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:166,-75,12.5,0,1.15,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.7,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:225,-85,12.5,0,1.15,37.01519,-76.299255,0.01,TRUE,3,18,-0.87,45.7,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:265,-73,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.7,0,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:305,-84,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.71,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:347,-84,12.5,0,1.14,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.71,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:387,-76,12.5,0,1.16,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:426,-75,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.65
20141101 21:29:31:469,-79,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:510,-85,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.71,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:548,-80,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.7,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:596,-75,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:625,-75,12.5,0,1.14,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:666,-70,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.73,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:713,-69,12.5,0,1.16,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.73,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:744,-72,12.5,0,1.16,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.72,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:783,-74,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.71,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
20141101 21:29:31:823,-72,12.5,0,1.15,37.01519,-76.299255,0.022360679,TRUE,3,18,-0.87,45.71,-0.01,15,97,1,1,21,16,FALSE,2,0,0.6
